"Ngay","ISO_Date","Thu","Loai_Vang","Gia_Mua_VND_Luong","Gia_Ban_VND_Luong","Chenh_Lech_VND_Luong","Gia_Mua_VND_Chi","Gia_Ban_VND_Chi","Gia_The_Gioi_USD_oz","SJC_Mieng_Mua_VND_Luong","SJC_Mieng_Ban_VND_Luong","Cap_Nhat_Luc"
"06/07/2017","2017-07-06","Thứ Năm","Vàng nhẫn SJC 9999",32100000,35100000,3000000,3210000,3510000,1222.2,32600000,35600000,"23:30"
"07/07/2017","2017-07-07","Thứ Sáu","Vàng nhẫn SJC 9999",31700000,34700000,3000000,3170000,3470000,1208.6,32200000,35200000,"23:30"
"10/07/2017","2017-07-10","Thứ Hai","Vàng nhẫn SJC 9999",31800000,34800000,3000000,3180000,3480000,1212.1,32300000,35300000,"23:30"
"11/07/2017","2017-07-11","Thứ Ba","Vàng nhẫn SJC 9999",31900000,34900000,3000000,3190000,3490000,1213.6,32400000,35400000,"23:30"
"12/07/2017","2017-07-12","Thứ Tư","Vàng nhẫn SJC 9999",32000000,35000000,3000000,3200000,3500000,1218.1,32500000,35500000,"23:30"
"13/07/2017","2017-07-13","Thứ Năm","Vàng nhẫn SJC 9999",32000000,35000000,3000000,3200000,3500000,1216.3,32500000,35500000,"23:30"
"14/07/2017","2017-07-14","Thứ Sáu","Vàng nhẫn SJC 9999",32200000,35200000,3000000,3220000,3520000,1226.6,32700000,35700000,"23:30"
"17/07/2017","2017-07-17","Thứ Hai","Vàng nhẫn SJC 9999",32400000,35400000,3000000,3240000,3540000,1232.8,32900000,35900000,"23:30"
"18/07/2017","2017-07-18","Thứ Ba","Vàng nhẫn SJC 9999",32700000,35700000,3000000,3270000,3570000,1241.1,33200000,36200000,"23:30"
"19/07/2017","2017-07-19","Thứ Tư","Vàng nhẫn SJC 9999",32700000,35700000,3000000,3270000,3570000,1241.2,33200000,36200000,"23:30"
"20/07/2017","2017-07-20","Thứ Năm","Vàng nhẫn SJC 9999",32800000,35800000,3000000,3280000,3580000,1244.8,33300000,36300000,"23:30"
"21/07/2017","2017-07-21","Thứ Sáu","Vàng nhẫn SJC 9999",33000000,36000000,3000000,3300000,3600000,1254.3,33500000,36500000,"23:30"
"24/07/2017","2017-07-24","Thứ Hai","Vàng nhẫn SJC 9999",33000000,36000000,3000000,3300000,3600000,1253.9,33500000,36500000,"23:30"
"25/07/2017","2017-07-25","Thứ Ba","Vàng nhẫn SJC 9999",33000000,36000000,3000000,3300000,3600000,1251.7,33500000,36500000,"23:30"
"26/07/2017","2017-07-26","Thứ Tư","Vàng nhẫn SJC 9999",32900000,35900000,3000000,3290000,3590000,1249,33400000,36400000,"23:30"
"27/07/2017","2017-07-27","Thứ Năm","Vàng nhẫn SJC 9999",33200000,36200000,3000000,3320000,3620000,1259.6,33700000,36700000,"23:30"
"28/07/2017","2017-07-28","Thứ Sáu","Vàng nhẫn SJC 9999",33400000,36400000,3000000,3340000,3640000,1268.4,33900000,36900000,"23:30"
"31/07/2017","2017-07-31","Thứ Hai","Vàng nhẫn SJC 9999",33400000,36400000,3000000,3340000,3640000,1266.6,33900000,36900000,"23:30"
"01/08/2017","2017-08-01","Thứ Ba","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1272.6,34100000,37100000,"23:30"
"02/08/2017","2017-08-02","Thứ Tư","Vàng nhẫn SJC 9999",33500000,36500000,3000000,3350000,3650000,1271.8,34000000,37000000,"23:30"
"03/08/2017","2017-08-03","Thứ Năm","Vàng nhẫn SJC 9999",33400000,36400000,3000000,3340000,3640000,1267.8,33900000,36900000,"23:30"
"04/08/2017","2017-08-04","Thứ Sáu","Vàng nhẫn SJC 9999",33200000,36200000,3000000,3320000,3620000,1258.3,33700000,36700000,"23:30"
"07/08/2017","2017-08-07","Thứ Hai","Vàng nhẫn SJC 9999",33200000,36200000,3000000,3320000,3620000,1258.2,33700000,36700000,"23:30"
"08/08/2017","2017-08-08","Thứ Ba","Vàng nhẫn SJC 9999",33100000,36100000,3000000,3310000,3610000,1256.4,33600000,36600000,"23:30"
"09/08/2017","2017-08-09","Thứ Tư","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1273,34100000,37100000,"23:30"
"10/08/2017","2017-08-10","Thứ Năm","Vàng nhẫn SJC 9999",33900000,36900000,3000000,3390000,3690000,1283.7,34400000,37400000,"23:30"
"11/08/2017","2017-08-11","Thứ Sáu","Vàng nhẫn SJC 9999",34000000,37000000,3000000,3400000,3700000,1287.7,34500000,37500000,"23:30"
"14/08/2017","2017-08-14","Thứ Hai","Vàng nhẫn SJC 9999",33900000,36900000,3000000,3390000,3690000,1284.2,34400000,37400000,"23:30"
"15/08/2017","2017-08-15","Thứ Ba","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1273.7,34100000,37100000,"23:30"
"16/08/2017","2017-08-16","Thứ Tư","Vàng nhẫn SJC 9999",33700000,36700000,3000000,3370000,3670000,1276.9,34200000,37200000,"23:30"
"17/08/2017","2017-08-17","Thứ Năm","Vàng nhẫn SJC 9999",34000000,37000000,3000000,3400000,3700000,1286.4,34500000,37500000,"23:30"
"18/08/2017","2017-08-18","Thứ Sáu","Vàng nhẫn SJC 9999",33900000,36900000,3000000,3390000,3690000,1285.7,34400000,37400000,"23:30"
"21/08/2017","2017-08-21","Thứ Hai","Vàng nhẫn SJC 9999",34100000,37100000,3000000,3410000,3710000,1290.8,34600000,37600000,"23:30"
"22/08/2017","2017-08-22","Thứ Ba","Vàng nhẫn SJC 9999",33900000,36900000,3000000,3390000,3690000,1285.1,34400000,37400000,"23:30"
"23/08/2017","2017-08-23","Thứ Tư","Vàng nhẫn SJC 9999",34000000,37000000,3000000,3400000,3700000,1288.9,34500000,37500000,"23:30"
"24/08/2017","2017-08-24","Thứ Năm","Vàng nhẫn SJC 9999",34000000,37000000,3000000,3400000,3700000,1286.5,34500000,37500000,"23:30"
"25/08/2017","2017-08-25","Thứ Sáu","Vàng nhẫn SJC 9999",34100000,37100000,3000000,3410000,3710000,1292.5,34600000,37600000,"23:30"
"28/08/2017","2017-08-28","Thứ Hai","Vàng nhẫn SJC 9999",34600000,37600000,3000000,3460000,3760000,1309.7,35100000,38100000,"23:30"
"29/08/2017","2017-08-29","Thứ Ba","Vàng nhẫn SJC 9999",34700000,37700000,3000000,3470000,3770000,1313.1,35200000,38200000,"23:30"
"30/08/2017","2017-08-30","Thứ Tư","Vàng nhẫn SJC 9999",34600000,37600000,3000000,3460000,3760000,1308.1,35100000,38100000,"23:30"
"31/08/2017","2017-08-31","Thứ Năm","Vàng nhẫn SJC 9999",34800000,37800000,3000000,3480000,3780000,1316.2,35300000,38300000,"23:30"
"01/09/2017","2017-09-01","Thứ Sáu","Vàng nhẫn SJC 9999",35100000,38100000,3000000,3510000,3810000,1324.5,35600000,38600000,"23:30"
"05/09/2017","2017-09-05","Thứ Ba","Vàng nhẫn SJC 9999",35500000,38500000,3000000,3550000,3850000,1339.2,36000000,39000000,"23:30"
"06/09/2017","2017-09-06","Thứ Tư","Vàng nhẫn SJC 9999",35300000,38300000,3000000,3530000,3830000,1333.9,35800000,38800000,"23:30"
"07/09/2017","2017-09-07","Thứ Năm","Vàng nhẫn SJC 9999",35700000,38700000,3000000,3570000,3870000,1345.1,36200000,39200000,"23:30"
"08/09/2017","2017-09-08","Thứ Sáu","Vàng nhẫn SJC 9999",35700000,38700000,3000000,3570000,3870000,1346,36200000,39200000,"23:30"
"11/09/2017","2017-09-11","Thứ Hai","Vàng nhẫn SJC 9999",35200000,38200000,3000000,3520000,3820000,1331,35700000,38700000,"23:30"
"12/09/2017","2017-09-12","Thứ Ba","Vàng nhẫn SJC 9999",35200000,38200000,3000000,3520000,3820000,1328,35700000,38700000,"23:30"
"13/09/2017","2017-09-13","Thứ Tư","Vàng nhẫn SJC 9999",35000000,38000000,3000000,3500000,3800000,1323.4,35500000,38500000,"23:30"
"14/09/2017","2017-09-14","Thứ Năm","Vàng nhẫn SJC 9999",35100000,38100000,3000000,3510000,3810000,1324.7,35600000,38600000,"23:30"
"15/09/2017","2017-09-15","Thứ Sáu","Vàng nhẫn SJC 9999",34900000,37900000,3000000,3490000,3790000,1320.4,35400000,38400000,"23:30"
"18/09/2017","2017-09-18","Thứ Hai","Vàng nhẫn SJC 9999",34500000,37500000,3000000,3450000,3750000,1306.3,35000000,38000000,"23:30"
"19/09/2017","2017-09-19","Thứ Ba","Vàng nhẫn SJC 9999",34500000,37500000,3000000,3450000,3750000,1306.2,35000000,38000000,"23:30"
"20/09/2017","2017-09-20","Thứ Tư","Vàng nhẫn SJC 9999",34700000,37700000,3000000,3470000,3770000,1312,35200000,38200000,"23:30"
"21/09/2017","2017-09-21","Thứ Năm","Vàng nhẫn SJC 9999",34100000,37100000,3000000,3410000,3710000,1290.6,34600000,37600000,"23:30"
"22/09/2017","2017-09-22","Thứ Sáu","Vàng nhẫn SJC 9999",34200000,37200000,3000000,3420000,3720000,1293.3,34700000,37700000,"23:30"
"25/09/2017","2017-09-25","Thứ Hai","Vàng nhẫn SJC 9999",34600000,37600000,3000000,3460000,3760000,1306.8,35100000,38100000,"23:30"
"26/09/2017","2017-09-26","Thứ Ba","Vàng nhẫn SJC 9999",34300000,37300000,3000000,3430000,3730000,1297,34800000,37800000,"23:30"
"27/09/2017","2017-09-27","Thứ Tư","Vàng nhẫn SJC 9999",33900000,36900000,3000000,3390000,3690000,1283.4,34400000,37400000,"23:30"
"28/09/2017","2017-09-28","Thứ Năm","Vàng nhẫn SJC 9999",33900000,36900000,3000000,3390000,3690000,1285.5,34400000,37400000,"23:30"
"29/09/2017","2017-09-29","Thứ Sáu","Vàng nhẫn SJC 9999",33800000,36800000,3000000,3380000,3680000,1281.5,34300000,37300000,"23:30"
"02/10/2017","2017-10-02","Thứ Hai","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1272.7,34100000,37100000,"23:30"
"03/10/2017","2017-10-03","Thứ Ba","Vàng nhẫn SJC 9999",33500000,36500000,3000000,3350000,3650000,1271.5,34000000,37000000,"23:30"
"04/10/2017","2017-10-04","Thứ Tư","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1273.7,34100000,37100000,"23:30"
"05/10/2017","2017-10-05","Thứ Năm","Vàng nhẫn SJC 9999",33500000,36500000,3000000,3350000,3650000,1269.9,34000000,37000000,"23:30"
"06/10/2017","2017-10-06","Thứ Sáu","Vàng nhẫn SJC 9999",33500000,36500000,3000000,3350000,3650000,1271.6,34000000,37000000,"23:30"
"09/10/2017","2017-10-09","Thứ Hai","Vàng nhẫn SJC 9999",33800000,36800000,3000000,3380000,3680000,1281.8,34300000,37300000,"23:30"
"10/10/2017","2017-10-10","Thứ Ba","Vàng nhẫn SJC 9999",34100000,37100000,3000000,3410000,3710000,1290.6,34600000,37600000,"23:30"
"11/10/2017","2017-10-11","Thứ Tư","Vàng nhẫn SJC 9999",33900000,36900000,3000000,3390000,3690000,1285.8,34400000,37400000,"23:30"
"12/10/2017","2017-10-12","Thứ Năm","Vàng nhẫn SJC 9999",34200000,37200000,3000000,3420000,3720000,1293.3,34700000,37700000,"23:30"
"13/10/2017","2017-10-13","Thứ Sáu","Vàng nhẫn SJC 9999",34400000,37400000,3000000,3440000,3740000,1301.5,34900000,37900000,"23:30"
"16/10/2017","2017-10-16","Thứ Hai","Vàng nhẫn SJC 9999",34400000,37400000,3000000,3440000,3740000,1299.9,34900000,37900000,"23:30"
"17/10/2017","2017-10-17","Thứ Ba","Vàng nhẫn SJC 9999",33900000,36900000,3000000,3390000,3690000,1283,34400000,37400000,"23:30"
"18/10/2017","2017-10-18","Thứ Tư","Vàng nhẫn SJC 9999",33800000,36800000,3000000,3380000,3680000,1279.9,34300000,37300000,"23:30"
"19/10/2017","2017-10-19","Thứ Năm","Vàng nhẫn SJC 9999",34000000,37000000,3000000,3400000,3700000,1286.9,34500000,37500000,"23:30"
"20/10/2017","2017-10-20","Thứ Sáu","Vàng nhẫn SJC 9999",33700000,36700000,3000000,3370000,3670000,1277.4,34200000,37200000,"23:30"
"23/10/2017","2017-10-23","Thứ Hai","Vàng nhẫn SJC 9999",33700000,36700000,3000000,3370000,3670000,1277.7,34200000,37200000,"23:30"
"24/10/2017","2017-10-24","Thứ Ba","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1275,34100000,37100000,"23:30"
"25/10/2017","2017-10-25","Thứ Tư","Vàng nhẫn SJC 9999",33700000,36700000,3000000,3370000,3670000,1275.4,34200000,37200000,"23:30"
"26/10/2017","2017-10-26","Thứ Năm","Vàng nhẫn SJC 9999",33400000,36400000,3000000,3340000,3640000,1266.3,33900000,36900000,"23:30"
"27/10/2017","2017-10-27","Thứ Sáu","Vàng nhẫn SJC 9999",33500000,36500000,3000000,3350000,3650000,1268.5,34000000,37000000,"23:30"
"30/10/2017","2017-10-30","Thứ Hai","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1274.1,34100000,37100000,"23:30"
"31/10/2017","2017-10-31","Thứ Ba","Vàng nhẫn SJC 9999",33400000,36400000,3000000,3340000,3640000,1267,33900000,36900000,"23:30"
"01/11/2017","2017-11-01","Thứ Tư","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1274.1,34100000,37100000,"23:30"
"02/11/2017","2017-11-02","Thứ Năm","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1274.9,34100000,37100000,"23:30"
"03/11/2017","2017-11-03","Thứ Sáu","Vàng nhẫn SJC 9999",33400000,36400000,3000000,3340000,3640000,1266.5,33900000,36900000,"23:30"
"06/11/2017","2017-11-06","Thứ Hai","Vàng nhẫn SJC 9999",33800000,36800000,3000000,3380000,3680000,1279.4,34300000,37300000,"23:30"
"07/11/2017","2017-11-07","Thứ Ba","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1273.7,34100000,37100000,"23:30"
"08/11/2017","2017-11-08","Thứ Tư","Vàng nhẫn SJC 9999",33800000,36800000,3000000,3380000,3680000,1281.6,34300000,37300000,"23:30"
"09/11/2017","2017-11-09","Thứ Năm","Vàng nhẫn SJC 9999",33900000,36900000,3000000,3390000,3690000,1285.6,34400000,37400000,"23:30"
"10/11/2017","2017-11-10","Thứ Sáu","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1272.4,34100000,37100000,"23:30"
"13/11/2017","2017-11-13","Thứ Hai","Vàng nhẫn SJC 9999",33700000,36700000,3000000,3370000,3670000,1277.3,34200000,37200000,"23:30"
"14/11/2017","2017-11-14","Thứ Ba","Vàng nhẫn SJC 9999",33800000,36800000,3000000,3380000,3680000,1281.5,34300000,37300000,"23:30"
"15/11/2017","2017-11-15","Thứ Tư","Vàng nhẫn SJC 9999",33700000,36700000,3000000,3370000,3670000,1276.5,34200000,37200000,"23:30"
"16/11/2017","2017-11-16","Thứ Năm","Vàng nhẫn SJC 9999",33700000,36700000,3000000,3370000,3670000,1277.4,34200000,37200000,"23:30"
"17/11/2017","2017-11-17","Thứ Sáu","Vàng nhẫn SJC 9999",34200000,37200000,3000000,3420000,3720000,1295.8,34700000,37700000,"23:30"
"20/11/2017","2017-11-20","Thứ Hai","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1274.6,34100000,37100000,"23:30"
"21/11/2017","2017-11-21","Thứ Ba","Vàng nhẫn SJC 9999",33800000,36800000,3000000,3380000,3680000,1281.1,34300000,37300000,"23:30"
"22/11/2017","2017-11-22","Thứ Tư","Vàng nhẫn SJC 9999",34100000,37100000,3000000,3410000,3710000,1291.6,34600000,37600000,"23:30"
"24/11/2017","2017-11-24","Thứ Sáu","Vàng nhẫn SJC 9999",34000000,37000000,3000000,3400000,3700000,1286.7,34500000,37500000,"23:30"
"27/11/2017","2017-11-27","Thứ Hai","Vàng nhẫn SJC 9999",34200000,37200000,3000000,3420000,3720000,1293.8,34700000,37700000,"23:30"
"28/11/2017","2017-11-28","Thứ Ba","Vàng nhẫn SJC 9999",34200000,37200000,3000000,3420000,3720000,1294.7,34700000,37700000,"23:30"
"29/11/2017","2017-11-29","Thứ Tư","Vàng nhẫn SJC 9999",33800000,36800000,3000000,3380000,3680000,1282.1,34300000,37300000,"23:30"
"30/11/2017","2017-11-30","Thứ Năm","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1273.2,34100000,37100000,"23:30"
"01/12/2017","2017-12-01","Thứ Sáu","Vàng nhẫn SJC 9999",33700000,36700000,3000000,3370000,3670000,1278.8,34200000,37200000,"23:30"
"04/12/2017","2017-12-04","Thứ Hai","Vàng nhẫn SJC 9999",33600000,36600000,3000000,3360000,3660000,1274.3,34100000,37100000,"23:30"
"05/12/2017","2017-12-05","Thứ Ba","Vàng nhẫn SJC 9999",33300000,36300000,3000000,3330000,3630000,1261.6,33800000,36800000,"23:30"
"06/12/2017","2017-12-06","Thứ Tư","Vàng nhẫn SJC 9999",33300000,36300000,3000000,3330000,3630000,1262.8,33800000,36800000,"23:30"
"07/12/2017","2017-12-07","Thứ Năm","Vàng nhẫn SJC 9999",32900000,35900000,3000000,3290000,3590000,1249.8,33400000,36400000,"23:30"
"08/12/2017","2017-12-08","Thứ Sáu","Vàng nhẫn SJC 9999",32800000,35800000,3000000,3280000,3580000,1245.2,33300000,36300000,"23:30"
"11/12/2017","2017-12-11","Thứ Hai","Vàng nhẫn SJC 9999",32700000,35700000,3000000,3270000,3570000,1243.7,33200000,36200000,"23:30"
"12/12/2017","2017-12-12","Thứ Ba","Vàng nhẫn SJC 9999",32600000,35600000,3000000,3260000,3560000,1238.5,33100000,36100000,"23:30"
"13/12/2017","2017-12-13","Thứ Tư","Vàng nhẫn SJC 9999",32800000,35800000,3000000,3280000,3580000,1245.4,33300000,36300000,"23:30"
"14/12/2017","2017-12-14","Thứ Năm","Vàng nhẫn SJC 9999",33000000,36000000,3000000,3300000,3600000,1253.8,33500000,36500000,"23:30"
"15/12/2017","2017-12-15","Thứ Sáu","Vàng nhẫn SJC 9999",33000000,36000000,3000000,3300000,3600000,1254.3,33500000,36500000,"23:30"
"18/12/2017","2017-12-18","Thứ Hai","Vàng nhẫn SJC 9999",33300000,36300000,3000000,3330000,3630000,1262.2,33800000,36800000,"23:30"
"19/12/2017","2017-12-19","Thứ Ba","Vàng nhẫn SJC 9999",33200000,36200000,3000000,3320000,3620000,1260.7,33700000,36700000,"23:30"
"20/12/2017","2017-12-20","Thứ Tư","Vàng nhẫn SJC 9999",33400000,36400000,3000000,3340000,3640000,1266.1,33900000,36900000,"23:30"
"21/12/2017","2017-12-21","Thứ Năm","Vàng nhẫn SJC 9999",33400000,36400000,3000000,3340000,3640000,1267.3,33900000,36900000,"23:30"
"22/12/2017","2017-12-22","Thứ Sáu","Vàng nhẫn SJC 9999",33700000,36700000,3000000,3370000,3670000,1275.4,34200000,37200000,"23:30"
"26/12/2017","2017-12-26","Thứ Ba","Vàng nhẫn SJC 9999",33900000,36900000,3000000,3390000,3690000,1284.1,34400000,37400000,"23:30"
"27/12/2017","2017-12-27","Thứ Tư","Vàng nhẫn SJC 9999",34000000,37000000,3000000,3400000,3700000,1287,34500000,37500000,"23:30"
"28/12/2017","2017-12-28","Thứ Năm","Vàng nhẫn SJC 9999",34200000,37200000,3000000,3420000,3720000,1294.1,34700000,37700000,"23:30"
"29/12/2017","2017-12-29","Thứ Sáu","Vàng nhẫn SJC 9999",34500000,37500000,3000000,3450000,3750000,1306.3,35000000,38000000,"23:30"
"02/01/2018","2018-01-02","Thứ Ba","Vàng nhẫn SJC 9999",35000000,38000000,3000000,3500000,3800000,1313.7,35500000,38500000,"23:30"
"03/01/2018","2018-01-03","Thứ Tư","Vàng nhẫn SJC 9999",35100000,38100000,3000000,3510000,3810000,1316.2,35600000,38600000,"23:30"
"04/01/2018","2018-01-04","Thứ Năm","Vàng nhẫn SJC 9999",35200000,38200000,3000000,3520000,3820000,1319.4,35700000,38700000,"23:30"
"05/01/2018","2018-01-05","Thứ Sáu","Vàng nhẫn SJC 9999",35200000,38200000,3000000,3520000,3820000,1320.3,35700000,38700000,"23:30"
"08/01/2018","2018-01-08","Thứ Hai","Vàng nhẫn SJC 9999",35100000,38100000,3000000,3510000,3810000,1318.6,35600000,38600000,"23:30"
"09/01/2018","2018-01-09","Thứ Ba","Vàng nhẫn SJC 9999",34900000,37900000,3000000,3490000,3790000,1311.7,35400000,38400000,"23:30"
"10/01/2018","2018-01-10","Thứ Tư","Vàng nhẫn SJC 9999",35100000,38100000,3000000,3510000,3810000,1317.4,35600000,38600000,"23:30"
"11/01/2018","2018-01-11","Thứ Năm","Vàng nhẫn SJC 9999",35200000,38200000,3000000,3520000,3820000,1320.6,35700000,38700000,"23:30"
"12/01/2018","2018-01-12","Thứ Sáu","Vàng nhẫn SJC 9999",35600000,38600000,3000000,3560000,3860000,1333.4,36100000,39100000,"23:30"
"16/01/2018","2018-01-16","Thứ Ba","Vàng nhẫn SJC 9999",35600000,38600000,3000000,3560000,3860000,1335.4,36100000,39100000,"23:30"
"17/01/2018","2018-01-17","Thứ Tư","Vàng nhẫn SJC 9999",35700000,38700000,3000000,3570000,3870000,1338,36200000,39200000,"23:30"
"18/01/2018","2018-01-18","Thứ Năm","Vàng nhẫn SJC 9999",35400000,38400000,3000000,3540000,3840000,1326,35900000,38900000,"23:30"
"19/01/2018","2018-01-19","Thứ Sáu","Vàng nhẫn SJC 9999",35500000,38500000,3000000,3550000,3850000,1331.9,36000000,39000000,"23:30"
"22/01/2018","2018-01-22","Thứ Hai","Vàng nhẫn SJC 9999",35500000,38500000,3000000,3550000,3850000,1330.9,36000000,39000000,"23:30"
"23/01/2018","2018-01-23","Thứ Ba","Vàng nhẫn SJC 9999",35600000,38600000,3000000,3560000,3860000,1335.7,36100000,39100000,"23:30"
"24/01/2018","2018-01-24","Thứ Tư","Vàng nhẫn SJC 9999",36200000,39200000,3000000,3620000,3920000,1355.9,36700000,39700000,"23:30"
"25/01/2018","2018-01-25","Thứ Năm","Vàng nhẫn SJC 9999",36400000,39400000,3000000,3640000,3940000,1362.4,36900000,39900000,"23:30"
"26/01/2018","2018-01-26","Thứ Sáu","Vàng nhẫn SJC 9999",36100000,39100000,3000000,3610000,3910000,1351.6,36600000,39600000,"23:30"
"30/01/2018","2018-01-30","Thứ Ba","Vàng nhẫn SJC 9999",35600000,38600000,3000000,3560000,3860000,1335.4,36100000,39100000,"23:30"
"31/01/2018","2018-01-31","Thứ Tư","Vàng nhẫn SJC 9999",35700000,38700000,3000000,3570000,3870000,1339,36200000,39200000,"23:30"
"01/02/2018","2018-02-01","Thứ Năm","Vàng nhẫn SJC 9999",35900000,38900000,3000000,3590000,3890000,1344.3,36400000,39400000,"23:30"
"02/02/2018","2018-02-02","Thứ Sáu","Vàng nhẫn SJC 9999",35600000,38600000,3000000,3560000,3860000,1333.7,36100000,39100000,"23:30"
"05/02/2018","2018-02-05","Thứ Hai","Vàng nhẫn SJC 9999",35600000,38600000,3000000,3560000,3860000,1333,36100000,39100000,"23:30"
"06/02/2018","2018-02-06","Thứ Ba","Vàng nhẫn SJC 9999",35400000,38400000,3000000,3540000,3840000,1326.1,35900000,38900000,"23:30"
"07/02/2018","2018-02-07","Thứ Tư","Vàng nhẫn SJC 9999",34900000,37900000,3000000,3490000,3790000,1311.6,35400000,38400000,"23:30"
"08/02/2018","2018-02-08","Thứ Năm","Vàng nhẫn SJC 9999",35100000,38100000,3000000,3510000,3810000,1316.9,35600000,38600000,"23:30"
"09/02/2018","2018-02-09","Thứ Sáu","Vàng nhẫn SJC 9999",35000000,38000000,3000000,3500000,3800000,1313.1,35500000,38500000,"23:30"
"12/02/2018","2018-02-12","Thứ Hai","Vàng nhẫn SJC 9999",35300000,38300000,3000000,3530000,3830000,1324.2,35800000,38800000,"23:30"
"13/02/2018","2018-02-13","Thứ Ba","Vàng nhẫn SJC 9999",35400000,38400000,3000000,3540000,3840000,1328.1,35900000,38900000,"23:30"
"14/02/2018","2018-02-14","Thứ Tư","Vàng nhẫn SJC 9999",36200000,39200000,3000000,3620000,3920000,1355.5,36700000,39700000,"23:30"
"15/02/2018","2018-02-15","Thứ Năm","Vàng nhẫn SJC 9999",36100000,39100000,3000000,3610000,3910000,1352.1,36600000,39600000,"23:30"
"16/02/2018","2018-02-16","Thứ Sáu","Vàng nhẫn SJC 9999",36100000,39100000,3000000,3610000,3910000,1353.2,36600000,39600000,"23:30"
"20/02/2018","2018-02-20","Thứ Ba","Vàng nhẫn SJC 9999",35400000,38400000,3000000,3540000,3840000,1328.8,35900000,38900000,"23:30"
"21/02/2018","2018-02-21","Thứ Tư","Vàng nhẫn SJC 9999",35500000,38500000,3000000,3550000,3850000,1330,36000000,39000000,"23:30"
"22/02/2018","2018-02-22","Thứ Năm","Vàng nhẫn SJC 9999",35500000,38500000,3000000,3550000,3850000,1330.6,36000000,39000000,"23:30"
"23/02/2018","2018-02-23","Thứ Sáu","Vàng nhẫn SJC 9999",35400000,38400000,3000000,3540000,3840000,1328.2,35900000,38900000,"23:30"
"26/02/2018","2018-02-26","Thứ Hai","Vàng nhẫn SJC 9999",35500000,38500000,3000000,3550000,3850000,1330.7,36000000,39000000,"23:30"
"27/02/2018","2018-02-27","Thứ Ba","Vàng nhẫn SJC 9999",35100000,38100000,3000000,3510000,3810000,1315.5,35600000,38600000,"23:30"
"28/02/2018","2018-02-28","Thứ Tư","Vàng nhẫn SJC 9999",35100000,38100000,3000000,3510000,3810000,1315.5,35600000,38600000,"23:30"
"01/03/2018","2018-03-01","Thứ Năm","Vàng nhẫn SJC 9999",34700000,37700000,3000000,3470000,3770000,1302.9,35200000,38200000,"23:30"
"02/03/2018","2018-03-02","Thứ Sáu","Vàng nhẫn SJC 9999",35200000,38200000,3000000,3520000,3820000,1321.1,35700000,38700000,"23:30"
"05/03/2018","2018-03-05","Thứ Hai","Vàng nhẫn SJC 9999",35100000,38100000,3000000,3510000,3810000,1318.1,35600000,38600000,"23:30"
"06/03/2018","2018-03-06","Thứ Ba","Vàng nhẫn SJC 9999",35600000,38600000,3000000,3560000,3860000,1333.6,36100000,39100000,"23:30"
"07/03/2018","2018-03-07","Thứ Tư","Vàng nhẫn SJC 9999",35400000,38400000,3000000,3540000,3840000,1326,35900000,38900000,"23:30"
"08/03/2018","2018-03-08","Thứ Năm","Vàng nhẫn SJC 9999",35200000,38200000,3000000,3520000,3820000,1319.9,35700000,38700000,"23:30"
"09/03/2018","2018-03-09","Thứ Sáu","Vàng nhẫn SJC 9999",35300000,38300000,3000000,3530000,3830000,1322.4,35800000,38800000,"23:30"
"12/03/2018","2018-03-12","Thứ Hai","Vàng nhẫn SJC 9999",35200000,38200000,3000000,3520000,3820000,1319.4,35700000,38700000,"23:30"
"13/03/2018","2018-03-13","Thứ Ba","Vàng nhẫn SJC 9999",35400000,38400000,3000000,3540000,3840000,1325.9,35900000,38900000,"23:30"
"14/03/2018","2018-03-14","Thứ Tư","Vàng nhẫn SJC 9999",35300000,38300000,3000000,3530000,3830000,1324.4,35800000,38800000,"23:30"
"15/03/2018","2018-03-15","Thứ Năm","Vàng nhẫn SJC 9999",35100000,38100000,3000000,3510000,3810000,1316.8,35600000,38600000,"23:30"
"16/03/2018","2018-03-16","Thứ Sáu","Vàng nhẫn SJC 9999",34900000,37900000,3000000,3490000,3790000,1311.3,35400000,38400000,"23:30"
"19/03/2018","2018-03-19","Thứ Hai","Vàng nhẫn SJC 9999",35100000,38100000,3000000,3510000,3810000,1316.8,35600000,38600000,"23:30"
"20/03/2018","2018-03-20","Thứ Ba","Vàng nhẫn SJC 9999",34900000,37900000,3000000,3490000,3790000,1311.1,35400000,38400000,"23:30"
